pseudoword,ambiguity_reduction,ambiguity_drop,L1,L2,|synsets_L1|,|synsets_L2|,|synsets_L1_L2|,synsets_intersection
golden-dorado,0.8823529411764706,0.6939312434491837,EN,ES,55,13,4,"['bn:00103664a', 'bn:00003255n', 'bn:00103585a', 'bn:00097769a']"
huge-enorme,0.875,0.8681371489430688,EN,ES,7,9,1,['bn:00098905a']
esattamente-exactamente,0.6666666666666666,0.628539361054709,IT,ES,2,4,1,['bn:00115266r']
funding-financiación,0.6666666666666666,0.628539361054709,EN,ES,4,2,1,['bn:00034545n']
divide-diviser,0.68,0.544,EN,FR,20,5,4,"['bn:00084611v', 'bn:00087101v', 'bn:00027877n', 'bn:00087098v']"
solar-solare,0.8571428571428571,0.5998750390489416,ES,IT,12,2,1,['bn:00110879a']
appeal-appello,0.9090909090909092,0.8097486753002241,EN,IT,16,6,1,['bn:00005019n']
chance-oportunidad,0.7692307692307693,0.7600729336488242,FR,ES,15,11,3,"['bn:00017621n', 'bn:00017622n', 'bn:00017624n']"
since-da,-1.0,-1.0,EN,IT,4,7,0,[]
medicine-medicina,0.8421052631578947,0.6866230863082401,EN,ES,30,8,3,"['bn:00054133n', 'bn:00054126n', 'bn:00054128n']"
machine-machine,0.7272727272727273,0.6636317322275944,EN,FR,31,13,6,"['bn:02521137n', 'bn:00052558n', 'bn:00052557n', 'bn:00026716n', 'bn:00052556n', 'bn:02865804n']"
works-opere,0.8461538461538461,0.7130116133203346,EN,IT,10,3,1,['bn:00046568n']
economic-economico,0.4666666666666667,0.4656284747985349,EN,IT,7,8,4,"['bn:00029678n', 'bn:00102002a', 'bn:00102001a', 'bn:00102003a']"
partnership-partnership,0.8823529411764706,0.4152249134948096,EN,IT,16,1,1,['bn:00060821n']
someone-quelqu'un,0.8571428571428571,0.5998750390489416,EN,FR,12,2,1,['bn:00046516n']
would-sarebbe,-1.0,-1.0,EN,IT,2,0,0,[]
nozione-noción,0.6666666666666666,0.6666666666666666,IT,ES,3,3,1,['bn:00058174n']
arrange-arranger,0.8333333333333334,0.6211299937499416,EN,FR,10,2,1,['bn:00082778v']
instead-invece,0.4285714285714285,0.3872176726736791,EN,IT,5,2,2,"['bn:00114248r', 'bn:00115972r']"
civile-civile,0.8,0.48,IT,FR,9,1,1,['bn:00841693n']
policy-politique,0.8,0.7332121111929344,EN,FR,6,14,2,"['bn:00063330n', 'bn:00063329n']"
primarily-principalement,0.6,0.5878775382679627,EN,FR,2,3,1,['bn:00114714r']
indicazione-indicación,0.5,0.5,IT,ES,6,6,3,"['bn:00026250n', 'bn:00046474n', 'bn:00046473n']"
Catholic-Cattolico,0.6,0.6,EN,IT,5,5,2,"['bn:00016776n', 'bn:00099380a']"
influence-influence,0.6296296296296297,0.6081011845730866,EN,FR,17,10,5,"['bn:00046697n', 'bn:00046695n', 'bn:00046696n', 'bn:00046694n', 'bn:00046693n']"
road-carretera,0.8888888888888888,0.7962723702023259,EN,ES,26,10,2,"['bn:00067975n', 'bn:01823122n']"
favor-favor,0.5555555555555556,0.4976702313764536,EN,ES,13,5,4,"['bn:00033832n', 'bn:00033833n', 'bn:00033834n', 'bn:00033835n']"
perception-perception,0.5862068965517241,0.5423993667181417,EN,FR,20,9,6,"['bn:00061503n', 'bn:00061505n', 'bn:00061502n', 'bn:00061500n', 'bn:00061504n', 'bn:02591472n']"
experiment-esperimento,0.8064516129032258,0.5407026454429378,EN,IT,27,4,3,"['bn:00032311n', 'bn:00032309n', 'bn:00032310n']"
bus-autobus,0.8333333333333334,0.7216878364870323,FR,IT,9,3,1,['bn:00007329n']
campaign-campagna,0.7142857142857143,0.7124612267229052,EN,IT,15,13,4,"['bn:00015051n', 'bn:00015050n', 'bn:00015052n', 'bn:01267575n']"
doloroso-doloroso,0.7777777777777778,0.6467062149979652,IT,ES,2,7,1,['bn:00108168a']
gioco-jouer,0.9148936170212766,0.9146865103707404,IT,FR,24,23,2,"['bn:00037180n', 'bn:00018350n']"
interno-interno,0.7142857142857143,0.7124612267229052,IT,ES,15,13,4,"['bn:00105292a', 'bn:00105130a', 'bn:00101680a', 'bn:00011659n']"
ill-ill,0.8095238095238095,0.5665486479906671,EN,ES,18,3,2,"['bn:03486096n', 'bn:00729837n']"
consumption-consumo,0.3846153846153846,0.3742340426234768,EN,ES,8,5,4,"['bn:00022110n', 'bn:00022107n', 'bn:00022109n', 'bn:00022108n']"
disability-discapacidad,0.3333333333333333,0.3142696805273545,EN,ES,1,2,1,['bn:00027407n']
cheese-formaggio,0.8666666666666667,0.4323692980272109,EN,IT,14,1,1,['bn:00018038n']
funny-divertido,0.9090909090909092,0.9090909090909092,EN,ES,11,11,1,['bn:00097006a']
concerned-preocupado,0.75,0.75,EN,ES,4,4,1,['bn:00100197a']
wooden-de madera,0.6,0.5878775382679627,EN,ES,3,2,1,['bn:00113923a']
wedding-matrimonio,0.8,0.7838367176906169,EN,IT,18,12,3,"['bn:00053519n', 'bn:00045458n', 'bn:00440581n']"
poll-encuesta,0.92,0.8583161189212282,EN,ES,17,8,1,['bn:00015387n']
following-suivant,0.7333333333333333,0.6485844034472782,EN,FR,11,4,2,"['bn:00103172a', 'bn:00103171a']"
church-iglesia,0.8918918918918919,0.8866646416446081,EN,ES,41,33,4,"['bn:00018996n', 'bn:00018995n', 'bn:00018819n', 'bn:00186519n']"
cluster-cluster,0.6551724137931034,0.585655520902494,EN,IT,21,8,5,"['bn:00743639n', 'bn:02788748n', 'bn:00761075n', 'bn:00462184n', 'bn:01158418n']"
agenda-ordine del giorno,0.8333333333333334,0.7856742013183862,ES,IT,8,4,1,['bn:00001968n']
repeat-ripetizione,0.8888888888888888,0.883384879999917,EN,IT,10,8,1,['bn:00067153n']
people-persone,0.9545454545454546,0.4812009641210698,EN,IT,41,3,1,['bn:00061450n']
county-contea,0.813953488372093,0.7628236439008611,EN,IT,29,14,4,"['bn:02194447n', 'bn:00023251n', 'bn:03026791n', 'bn:00023252n']"
error-error,0.6842105263157895,0.680409327312979,EN,ES,21,17,6,"['bn:00031486n', 'bn:00031483n', 'bn:15503005n', 'bn:00031488n', 'bn:00031485n', 'bn:00031484n']"
musician-musicien,0.6363636363636364,0.6122399728083351,EN,FR,7,4,2,"['bn:00046975n', 'bn:00056475n']"
miracle-milagro,0.8518518518518519,0.8512673908212263,FR,ES,13,14,2,"['bn:00055251n', 'bn:00055250n']"
lucky-fortunato,0.9411764705882352,0.4429065743944637,EN,IT,64,4,2,"['bn:00106251a', 'bn:00106250a']"
basically-essentiellement,0.5,0.5,EN,FR,2,2,1,['bn:00114508r']
rinforzo-renforcer,0.7777777777777778,0.7332959212304937,IT,FR,3,6,1,['bn:00066975n']
high-alta,0.9714285714285714,0.7771428571428571,EN,ES,56,14,1,['bn:00104162a']
leaf-foglia,0.9090909090909092,0.7012629234907909,EN,IT,18,4,1,['bn:00035596n']
enable-permettre,0.8461538461538461,0.8436467181359345,EN,FR,6,7,1,['bn:00087587v']
davvero-vraiment,0.6470588235294118,0.5896583641284648,IT,FR,5,12,3,"['bn:00114117r', 'bn:00115504r', 'bn:00115844r']"
wire-filo,0.945945945945946,0.8647241904822085,EN,IT,26,11,1,['bn:00081386n']
différence-diferencia,0.6,0.5995198078462463,FR,ES,12,13,5,"['bn:00026344n', 'bn:00027022n', 'bn:00027024n', 'bn:00027023n', 'bn:03494399n']"
terror-terror,0.6744186046511628,0.6428589988379196,EN,ES,28,15,7,"['bn:00069793n', 'bn:00982189n', 'bn:01860946n', 'bn:00033854n', 'bn:00001793n', 'bn:02907265n', 'bn:00076628n']"
you-vous,0.9827586206896552,0.31197422724517,EN,FR,113,3,1,['bn:00696543n']
amélioration-mejora,0.6,0.5878775382679627,FR,ES,6,9,3,"['bn:00046191n', 'bn:00001549n', 'bn:00046192n']"
survival-sopravvivenza,0.92,0.5979292265812067,EN,IT,22,3,1,['bn:00030811n']
exact-exacto,0.625,0.625,EN,ES,8,8,3,"['bn:00096293a', 'bn:00102487a', 'bn:00096292a']"
nature-natura,0.75,0.739509972887452,FR,IT,14,10,3,"['bn:00057018n', 'bn:00057015n', 'bn:00057016n']"
restaurant-restaurante,0.6,0.5878775382679627,FR,ES,3,2,1,['bn:00029545n']
vehicle-véhicule,0.7647058823529411,0.6968689757881857,EN,FR,12,5,2,"['bn:00079675n', 'bn:00079676n']"
language-idioma,0.9428571428571428,0.7918350515446029,EN,ES,27,8,1,['bn:00049910n']
espandere-ampliar,0.7894736842105263,0.5757509609647237,IT,ES,3,16,2,"['bn:00087850v', 'bn:00084121v']"
disagree-in disaccordo,-1.0,-1.0,EN,IT,3,0,0,[]
apple-mela,0.9,0.751648188982053,EN,IT,31,9,2,"['bn:00319426n', 'bn:00005054n']"
weapon-arma,0.8461538461538461,0.8360802270137067,EN,ES,15,11,2,"['bn:00005704n', 'bn:00006174n']"
previous-précédent,0.6923076923076923,0.6390532544378699,EN,FR,4,9,2,"['bn:00107791a', 'bn:00103233a']"
element-elemento,0.6129032258064516,0.5730201002655553,EN,ES,21,10,6,"['bn:00030300n', 'bn:00018105n', 'bn:00030301n', 'bn:00021394n', 'bn:00021396n', 'bn:21706302n']"
evaluation-valutazione,0.7647058823529411,0.7633817153294216,EN,IT,9,8,2,"['bn:00031973n', 'bn:00031972n']"
boot-arranque,0.9473684210526316,0.8988908997001636,EN,ES,25,13,1,['bn:03140436n']
semplice-mero,0.9130434782608696,0.8697295809155757,IT,ES,15,8,1,['bn:00104264a']
neck-collo,0.8260869565217391,0.8063307033879571,EN,IT,14,9,2,"['bn:00057135n', 'bn:00017395n']"
launch-lanzar,0.8787878787878788,0.868642215755193,EN,ES,14,19,2,"['bn:00090214v', 'bn:00087732v']"
psychologist-psicologo,0.3333333333333333,0.3142696805273545,EN,IT,2,1,1,['bn:00065028n']
prisoner-preso,0.9285714285714286,0.5744046045509033,EN,ES,25,3,1,['bn:00015767n']
testing-test,-1.0,-1.0,EN,IT,8,8,0,[]
island-isla,0.9183673469387756,0.642723256123866,EN,ES,42,7,2,"['bn:00047612n', 'bn:00047613n']"
efficiency-efficienza,0.5,0.4635124054434789,EN,IT,11,5,4,"['bn:01751663n', 'bn:02085354n', 'bn:00029890n', 'bn:00029889n']"
mall-centro comercial,0.8571428571428571,0.8483514159521032,EN,ES,8,6,1,['bn:00017134n']
ricetta-recette,0.7142857142857143,0.7069595132934192,IT,FR,4,3,1,['bn:00035960n']
leading-líder,0.9090909090909092,0.8468554352032726,EN,ES,7,15,1,['bn:00050373n']
comprehensive-completo,0.8947368421052632,0.6525177557600202,EN,ES,3,16,1,['bn:00100162a']
elect-eleggere,0.8,0.48,EN,IT,9,1,1,['bn:00087517v']
need-necessità,0.7,0.667757440991862,EN,IT,13,7,3,"['bn:00026107n', 'bn:00056037n', 'bn:00057164n']"
adult-adulte,0.6363636363636364,0.5668240727101569,EN,FR,8,3,2,"['bn:00096515a', 'bn:00001525n']"
though-cependant,0.6,0.5878775382679627,EN,FR,2,3,1,['bn:00114216r']
close-chiudere,0.9117647058823528,0.6179468464980802,EN,IT,59,9,3,"['bn:00085164v', 'bn:00087608v', 'bn:00085162v']"
elementare-elemental,0.8666666666666667,0.6933333333333334,IT,ES,3,12,1,['bn:00102108a']
farmer-agricultor,0.9047619047619048,0.7707082371427848,EN,ES,16,5,1,['bn:00033687n']
gradualmente-progressivement,0.6,0.5878775382679627,ES,FR,3,2,1,['bn:00114568r']
critic-critique,0.7272727272727273,0.6477989402401793,EN,FR,6,16,3,"['bn:00023856n', 'bn:00023857n', 'bn:00023858n']"
drop-goccia,-1.0,-1.0,ES,IT,1,6,0,[]
loud-fuerte,0.9365079365079364,0.933553831814913,EN,ES,29,34,2,"['bn:00106192a', 'bn:00103242a']"
merda-merde,0.5714285714285714,0.5476084842856628,IT,FR,5,9,3,"['bn:00023556n', 'bn:00011778n', 'bn:00011625n']"
desk-bureau,0.8461538461538461,0.7810650887573964,EN,FR,4,9,1,['bn:00026554n']
tourist-turista,0.8823529411764706,0.7485573582278179,EN,ES,13,4,1,['bn:00044419n']
slave-schiavo,0.9285714285714286,0.6498646256363534,EN,IT,24,4,1,['bn:00072080n']
select-selezionare,0.8571428571428571,0.5998750390489416,EN,IT,12,2,1,['bn:00084931v']
punta-orteil,0.92,0.5979292265812067,IT,FR,22,3,1,['bn:00077465n']
talent-talent,0.5333333333333333,0.5285713332379913,EN,FR,17,13,7,"['bn:03608644n', 'bn:03123831n', 'bn:01047369n', 'bn:00030806n', 'bn:00499505n', 'bn:00510759n', 'bn:00075959n']"
necessary-nécessaire,0.6470588235294118,0.6369038264273239,EN,FR,10,7,3,"['bn:00031631n', 'bn:00107183a', 'bn:00107182a']"
honest-onesto,0.8,0.676724135490641,EN,IT,23,7,3,"['bn:00104302a', 'bn:00044620n', 'bn:00104303a']"
reasonable-raisonnable,0.7777777777777778,0.7729617699999274,EN,FR,4,5,1,['bn:00109507a']
professional-professionale,0.7777777777777778,0.6967383239270352,EN,IT,13,5,2,"['bn:00109068a', 'bn:00109069a']"
most-più,0.8947368421052632,0.8897660434092802,EN,IT,21,17,2,"['bn:00116290r', 'bn:00116291r']"
incredible-incredibile,0.9,0.72,EN,IT,16,4,1,['bn:00104891a']
learning-aprender,0.6923076923076923,0.6390532544378699,EN,ES,4,9,2,"['bn:00001007n', 'bn:00030716n']"
physical-fisico,0.8518518518518519,0.7779507383719421,EN,IT,19,8,2,"['bn:00103197a', 'bn:00108566a']"
argue-argomentare,0.6666666666666666,0.628539361054709,EN,IT,4,2,1,['bn:00082754v']
fermarsi-arrêter,0.8333333333333334,0.7856742013183862,IT,FR,4,8,1,['bn:00084710v']
innocente-inocente,0.8181818181818182,0.7871656793250021,IT,ES,8,14,2,"['bn:00046606n', 'bn:00099796a']"
middle-milieu,0.7419354838709677,0.7384531077470443,EN,FR,14,17,4,"['bn:00017123n', 'bn:00054842n', 'bn:00017120n', 'bn:00054844n']"
provision-disposition,0.9,0.8954886933959579,EN,FR,9,11,1,['bn:00064921n']
subire-subir,0.5,0.5,IT,FR,4,4,2,"['bn:00087861v', 'bn:00087618v']"
améliorer-mejorar,0.8333333333333334,0.4606423319938055,FR,ES,1,11,1,['bn:00082573v']
newly-di recente,0.3333333333333333,0.3142696805273545,EN,IT,1,2,1,['bn:00115453r']
controversy-controversia,0.8181818181818182,0.6311366311417118,EN,ES,9,2,1,['bn:00005599n']
vegetale-légume,0.7777777777777778,0.7729617699999274,IT,FR,4,5,1,['bn:00079663n']
intellettuale-intellectuel,0.5384615384615384,0.5368660933592311,IT,FR,7,6,3,"['bn:27269634n', 'bn:00047022n', 'bn:00105242a']"
summer-verano,0.9322033898305084,0.519242872670798,EN,ES,54,5,2,"['bn:00075151n', 'bn:16851255n']"
evidence-prove,0.875,0.5100910419657946,EN,IT,29,3,2,"['bn:00032045n', 'bn:00032047n']"
hero-eroe,0.918032786885246,0.3970388248660486,EN,IT,116,6,5,"['bn:00043853n', 'bn:00055449n', 'bn:00002065n', 'bn:00043851n', 'bn:00043850n']"
sense-sens,0.72,0.7147972020090734,EN,FR,28,22,7,"['bn:00070494n', 'bn:00070499n', 'bn:00021164n', 'bn:03351152n', 'bn:00070498n', 'bn:00046139n', 'bn:00088096v']"
slight-leggero,0.8571428571428571,0.8483514159521032,EN,IT,6,8,1,['bn:00106059a']
soviétique-Soviética,0.7142857142857143,0.6453627877894652,FR,ES,5,2,1,['bn:00110971a']
dovuto-debido,0.5,0.4330127018922193,IT,ES,3,1,1,['bn:00101867a']
wise-sage,0.945945945945946,0.9031749607639872,EN,FR,24,13,1,['bn:00113905a']
pregnant-enceinte,0.6666666666666666,0.6573421981221795,EN,FR,5,7,2,"['bn:00040332n', 'bn:00108940a']"
lifetime-durée de vie,0.9090909090909092,0.7012629234907909,EN,FR,18,4,1,['bn:00051048n']
respect-respect,0.5833333333333334,0.5051814855409226,EN,FR,36,12,10,"['bn:01239761n', 'bn:00031653n', 'bn:00025904n', 'bn:25014005n', 'bn:00031654n', 'bn:00066866n', 'bn:00058433n', 'bn:00025903n', 'bn:02059984n', 'bn:00066865n']"
fan-ventilador,0.8604651162790697,0.6353237328894961,EN,ES,36,7,3,"['bn:00012974n', 'bn:00744137n', 'bn:00033599n']"
smart-intelligent,0.902439024390244,0.6791293265437668,EN,FR,34,7,2,"['bn:00098859a', 'bn:00105243a']"
region-regione,0.7419354838709677,0.709979459742769,EN,IT,20,11,4,"['bn:00060767n', 'bn:14326780n', 'bn:00066884n', 'bn:00005515n']"
precisamente-precisamente,0.7142857142857143,0.6453627877894652,IT,ES,2,5,1,['bn:00115266r']
flame-fiamma,0.9636363636363636,0.7959858309485343,EN,IT,43,12,1,['bn:00034625n']
indeed-en efecto,0.7142857142857143,0.499895865874118,EN,ES,6,1,1,['bn:00115889r']
insist-insistere,0.6,0.5878775382679627,EN,IT,3,2,1,['bn:00089773v']
tired-cansado,0.8571428571428571,0.8571428571428571,EN,ES,7,7,1,['bn:00111951a']
aid-aiuto,0.5555555555555556,0.523782800878924,EN,IT,12,6,4,"['bn:00002156n', 'bn:00002154n', 'bn:00002155n', 'bn:00055177n']"
it-it,0.6363636363636364,0.5133788241532725,EN,ES,35,9,8,"['bn:03543743n', 'bn:00047707n', 'bn:00047705n', 'bn:22167504n', 'bn:03361476n', 'bn:02076146n', 'bn:17718461n', 'bn:02076159n']"
instruction-istruzione,0.6666666666666666,0.6060395619242063,FR,IT,7,17,4,"['bn:00027356n', 'bn:00026980n', 'bn:00020945n', 'bn:04720494n']"
gap-brecha,0.9545454545454546,0.7363260696653304,EN,ES,36,8,1,['bn:00023461n']
expression-expresión,0.5,0.4992277987669841,FR,ES,17,19,9,"['bn:03834028n', 'bn:00022069n', 'bn:00032392n', 'bn:00032393n', 'bn:00006386n', 'bn:00032391n', 'bn:00032396n', 'bn:00032395n', 'bn:00032394n']"
inférieur-inferior,0.7647058823529411,0.5830424157737175,FR,ES,3,14,2,"['bn:00107239a', 'bn:00105573a']"
autorisation-permiso,0.8571428571428571,0.8214127264284942,FR,ES,5,9,1,['bn:00019665n']
unlikely-improbabile,0.6666666666666666,0.628539361054709,EN,IT,4,2,1,['bn:00104703a']
pale-pallido,0.7692307692307693,0.4915162049063949,EN,IT,23,3,3,"['bn:00108188a', 'bn:00108189a', 'bn:14346269n']"
junior-junior,0.7307692307692307,0.6157827569584708,EN,IT,40,12,7,"['bn:14997885n', 'bn:01371112n', 'bn:00048614n', 'bn:00968469n', 'bn:00588188n', 'bn:16504460n', 'bn:00048233n']"
horror-horror,0.6363636363636364,0.6337285789315972,EN,ES,10,12,4,"['bn:00044817n', 'bn:00617455n', 'bn:00044816n', 'bn:00044815n']"
yours-tuo,-1.0,-1.0,EN,IT,14,1,0,[]
check-controllo,0.8840579710144928,0.8021852773723254,EN,IT,49,20,4,"['bn:00084850v', 'bn:00017990n', 'bn:00008378n', 'bn:00017985n']"
punishment-punizione,0.8571428571428571,0.7034158342699627,EN,IT,11,3,1,['bn:00061325n']
sano-sain,0.8333333333333334,0.7216878364870323,IT,FR,3,9,1,['bn:00113854a']
pratico-práctico,0.8,0.48,IT,ES,1,9,1,['bn:00108880a']
invasione-invasión,0.7333333333333333,0.6485844034472782,IT,ES,4,11,2,"['bn:00047325n', 'bn:00030707n']"
soon-presto,0.925925925925926,0.925290642196985,EN,IT,14,13,1,['bn:00114513r']
song-canzone,0.9285714285714286,0.7620338204591263,EN,IT,22,6,1,['bn:00072794n']
director-director,0.8095238095238095,0.7484813906170277,EN,ES,29,13,4,"['bn:00021678n', 'bn:00027367n', 'bn:00027368n', 'bn:00027366n']"
youth-jóvenes,0.875,0.4836744485934958,EN,ES,44,4,3,"['bn:00081947n', 'bn:00081957n', 'bn:00073643n']"
desert-deserto,0.9090909090909092,0.8097486753002241,EN,IT,16,6,1,['bn:00026519n']
resident-résident,0.8888888888888888,0.7390928171405317,EN,FR,14,4,1,['bn:03269301n']
fact-hecho,0.8125,0.7532076588456533,EN,ES,22,10,3,"['bn:00032654n', 'bn:00032655n', 'bn:00032656n']"
analyze-analizzare,0.6923076923076923,0.6736212767222584,EN,IT,5,8,2,"['bn:00082596v', 'bn:00082598v']"
passer-pase,0.9310344827586208,0.8850637724290986,FR,ES,19,10,1,['bn:00090286v']
battery-batería,0.8235294117647058,0.787104066885145,EN,ES,22,12,3,"['bn:00009063n', 'bn:00009064n', 'bn:01421347n']"
piuttosto-plutôt,0.75,0.649519052838329,IT,FR,6,2,1,['bn:00115972r']
Christmas-Noël,0.9384615384615383,0.7037628535140265,EN,FR,54,11,2,"['bn:00018835n', 'bn:00018836n']"
racial-razziale,0.6,0.48,ES,IT,4,1,1,['bn:00065800n']
meeting-riunione,0.8095238095238095,0.8086054611742665,EN,IT,11,10,2,"['bn:00041948n', 'bn:00070689n']"
perspective-perspective,0.7857142857142857,0.7098990665684117,EN,FR,20,8,3,"['bn:00051351n', 'bn:03251571n', 'bn:00061746n']"
occupazione-empleo,0.7333333333333333,0.7317018889691262,IT,ES,7,8,2,"['bn:00030616n', 'bn:00014138n']"
jacket-veste,0.8,0.692820323027551,EN,FR,15,5,2,"['bn:00047823n', 'bn:00020184n']"
season-saison,0.6521739130434783,0.6466023204721009,EN,FR,13,10,4,"['bn:00070056n', 'bn:00076429n', 'bn:00070057n', 'bn:00070058n']"
abilità-compétence,0.9166666666666666,0.9134782512091346,IT,FR,13,11,1,['bn:00000725n']
stipendio-salario,0.5555555555555556,0.552115549999948,IT,ES,4,5,2,"['bn:15928884n', 'bn:00029416n']"
suite-continuación,0.7857142857142857,0.5498854524615298,FR,ES,24,4,3,"['bn:00022190n', 'bn:00070570n', 'bn:00022194n']"
sky-ciel,0.925925925925926,0.7193476324898159,EN,FR,44,10,2,"['bn:01774629n', 'bn:00072016n']"
sein-mama,0.945945945945946,0.8647241904822085,FR,ES,11,26,1,['bn:00012047n']
effetto-efecto,0.5789473684210527,0.5382236539036361,IT,ES,13,6,4,"['bn:00046065n', 'bn:00021961n', 'bn:00029871n', 'bn:00029872n']"
additional-adicional,0.7142857142857143,0.499895865874118,EN,ES,1,6,1,['bn:00096432a']
competition-concurso,0.8947368421052632,0.7879900526913731,EN,ES,14,5,1,['bn:00021338n']
eccitante-emocionante,0.8461538461538461,0.8233148937716491,IT,ES,5,8,1,['bn:00102509a']
quinto-quinto,0.7391304347826086,0.7214537872418564,IT,ES,9,14,3,"['bn:00096043a', 'bn:14761625n', 'bn:03822883n']"
choice-elección,0.7777777777777778,0.6467062149979652,EN,ES,21,6,3,"['bn:00003132n', 'bn:00018660n', 'bn:00018661n']"
bombing-bombardamento,0.75,0.75,EN,IT,4,4,1,['bn:00011929n']
folk-folk,0.75,0.4960783708246107,EN,IT,7,1,1,['bn:00031725n']
satellite-satellite,0.7454545454545455,0.5515547688756416,EN,IT,46,9,7,"['bn:02009453n', 'bn:00069316n', 'bn:00006169n', 'bn:23504668n', 'bn:30164968n', 'bn:03872365n', 'bn:00926575n']"
inquiry-consulta,0.8,0.7838367176906169,EN,ES,12,8,2,"['bn:00030951n', 'bn:00047208n']"
present-presente,0.7083333333333334,0.6439170345444691,EN,ES,34,14,7,"['bn:00058218n', 'bn:00064208n', 'bn:00040436n', 'bn:00108978a', 'bn:00108977a', 'bn:01361320n', 'bn:00064209n']"
narrativa-ficción,0.8333333333333334,0.8216777476527244,IT,ES,5,7,1,['bn:00034242n']
whose-il cui,-1.0,-1.0,EN,IT,1,0,0,[]
laugh-ridere,0.6666666666666666,0.5773502691896257,EN,IT,9,3,2,"['bn:00087901v', 'bn:00050198n']"
somewhat-algo,0.5555555555555556,0.523782800878924,EN,ES,3,6,2,"['bn:00115313r', 'bn:00116286r']"
frustration-frustrazione,0.7777777777777778,0.7729617699999274,FR,IT,5,4,1,['bn:00025856n']
top-top,0.7586206896551724,0.5231866825208086,EN,IT,50,8,7,"['bn:17016659n', 'bn:00077612n', 'bn:03543983n', 'bn:26415339n', 'bn:00000942n', 'bn:01285443n', 'bn:00745307n']"
leather-pelle,0.875,0.8472151069828725,EN,IT,6,10,1,['bn:00050452n']
food-cibo,0.8,0.7332121111929344,EN,IT,14,6,2,"['bn:00035649n', 'bn:00035650n']"
studio-estudio,0.8947368421052632,0.6525177557600202,FR,ES,3,16,1,['bn:00074786n']
energy-energia,0.8387096774193549,0.6627131458102251,EN,IT,50,12,5,"['bn:00030820n', 'bn:00030822n', 'bn:00030824n', 'bn:00030821n', 'bn:00030823n']"
formula-fórmula,0.3684210526315789,0.3679104202965981,IT,ES,10,9,6,"['bn:00022334n', 'bn:00035960n', 'bn:00035961n', 'bn:00035963n', 'bn:00032395n', 'bn:03133387n']"
ajuster-ajustar,0.8666666666666667,0.4323692980272109,FR,ES,1,14,1,['bn:00082357v']
friend-amico,0.9090909090909092,0.8746285325833357,EN,IT,28,16,2,"['bn:00036538n', 'bn:00002956n']"
distance-distance,0.6538461538461539,0.5662473793975176,EN,FR,39,13,9,"['bn:00027749n', 'bn:00027751n', 'bn:00027747n', 'bn:00139067n', 'bn:03170971n', 'bn:00003005n', 'bn:16514408n', 'bn:00027748n', 'bn:00027750n']"
coffee-caffè,0.7222222222222222,0.6937994260965357,EN,IT,23,13,5,"['bn:00020416n', 'bn:00020411n', 'bn:00020414n', 'bn:00014040n', 'bn:00020415n']"
lesson-leçon,0.625,0.5793905068043487,EN,FR,11,5,3,"['bn:00026658n', 'bn:00050794n', 'bn:00050793n']"
income-revenus,0.75,0.7261843774138907,EN,FR,5,3,1,['bn:00046315n']
competitor-concurrent,0.5,0.4841229182759271,EN,FR,5,3,2,"['bn:00017562n', 'bn:00021338n']"
arrière-plan-fondo,0.9230769230769232,0.3550295857988165,FR,ES,1,25,1,['bn:00007782n']
scenario-scenario,0.8666666666666667,0.7665088404376924,EN,IT,11,4,1,['bn:00069546n']
partecipare-participar,0.7777777777777778,0.6467062149979652,IT,ES,2,7,1,['bn:00091451v']
third-tercera,0.76,0.7090437504131886,EN,ES,17,8,3,"['bn:00076946n', 'bn:00076947n', 'bn:00058990n']"
fashion-moda,0.8461538461538461,0.8233148937716491,EN,ES,16,10,2,"['bn:00033729n', 'bn:00033731n']"
take-toma,0.972972972972973,0.7172747130628061,EN,ES,62,12,1,['bn:00075933n']
art-l'art,0.9444444444444444,0.4326715779969149,EN,FR,34,2,1,['bn:00005927n']
long-term-a largo plazo,0.6,0.5878775382679627,EN,ES,3,2,1,['bn:00106151a']
gallery-galleria,0.8064516129032258,0.7539738161388885,EN,IT,21,10,3,"['bn:00037101n', 'bn:00005940n', 'bn:00037102n']"
kind-tipo,0.9310344827586208,0.9304807898861231,EN,IT,14,15,1,['bn:00035907n']
once-una volta,0.9,0.3923009049186606,EN,IT,19,1,1,['bn:00114423r']
phrase-phrase,0.7142857142857143,0.6453627877894652,EN,FR,10,4,2,"['bn:00062115n', 'bn:00056468n']"
century-secolo,0.9230769230769232,0.589819445887674,EN,IT,23,3,1,['bn:00017234n']
library-bibliothèque,0.6875,0.6530684597237395,EN,FR,21,11,5,"['bn:00050967n', 'bn:00050970n', 'bn:00050969n', 'bn:00026386n', 'bn:00050968n']"
catch-cattura,0.9649122807017544,0.5459208078256943,EN,IT,52,5,1,['bn:00016701n']
achievement-réalisation,0.8666666666666667,0.8491564441648352,EN,FR,6,9,1,['bn:00000724n']
calcolare-calculer,0.7142857142857143,0.7069595132934192,IT,FR,3,4,1,['bn:00084373v']
dream-sogno,0.9080459770114944,0.6035617657758097,EN,IT,76,11,4,"['bn:00028659n', 'bn:23672044n', 'bn:03677299n', 'bn:00028658n']"
across-attraverso,-1.0,-1.0,EN,IT,7,3,0,[]
match-partita,-1.0,-1.0,ES,IT,2,9,0,[]
initially-inizialmente,0.0,0.0,EN,IT,1,1,1,['bn:00114055r']
