pseudoword,ambiguity_reduction,ambiguity_drop,L1,L2,|synsets_L1|,|synsets_L2|,|synsets_L1_L2|,synsets_intersection
passing-passaggio,0.8974358974358975,0.8828618188872855,EN,IT,23,16,2,"['bn:00060872n', 'bn:00060887n']"
retribuzione-pagar,0.9047619047619048,0.8174595311999893,IT,ES,6,15,1,['bn:00029416n']
image-foto,0.9166666666666666,0.6832429931249357,FR,ES,20,4,1,['bn:00045772n']
pinch-pellizcar,0.7857142857142857,0.6018462155224473,EN,ES,23,5,3,"['bn:00091064v', 'bn:00091639v', 'bn:00091640v']"
prime-prime,0.9473684210526316,0.4230888219841946,EN,ES,36,2,1,['bn:02168916n']
proof-prueba,0.8709677419354839,0.8668797351813128,EN,ES,34,28,4,"['bn:00064724n', 'bn:00064728n', 'bn:00053828n', 'bn:00064727n']"
puddle-pozzanghera,0.875,0.5787580992953792,EN,IT,14,2,1,['bn:00063537n']
queen-regina,0.84,0.7458518887822166,EN,IT,73,27,8,"['bn:00065644n', 'bn:03380459n', 'bn:00065635n', 'bn:00034025n', 'bn:00065637n', 'bn:00065634n', 'bn:00065638n', 'bn:00024097n']"
read-leggere,0.7419354838709677,0.5457655520765905,EN,IT,26,5,4,"['bn:00092427v', 'bn:00092426v', 'bn:00092428v', 'bn:00092424v']"
recall-retirada,0.9285714285714286,0.907001664822987,EN,ES,17,11,1,['bn:00066477n']
record-registro,0.7777777777777778,0.6735753140545634,IT,ES,9,27,4,"['bn:00027454n', 'bn:00066574n', 'bn:00068426n', 'bn:00066575n']"
ruffle-volante,0.9166666666666666,0.9134782512091346,EN,ES,13,11,1,['bn:00035357n']
ruin-rovina,0.8333333333333334,0.7677372199896759,EN,IT,25,11,3,"['bn:00050312n', 'bn:00068520n', 'bn:00068521n']"
save-guardar,0.8974358974358975,0.8828618188872855,EN,ES,23,16,2,"['bn:00090229v', 'bn:00091983v']"
say-dire,0.6666666666666666,0.6593101196453675,EN,FR,31,23,9,"['bn:00093287v', 'bn:00093290v', 'bn:00093293v', 'bn:00082527v', 'bn:00093292v', 'bn:00087644v', 'bn:00093291v', 'bn:00093288v', 'bn:00092425v']"
shadow-ombra,0.8518518518518519,0.6937827481606307,EN,IT,64,17,6,"['bn:17622528n', 'bn:00025235n', 'bn:00070830n', 'bn:00070831n', 'bn:08922239n', 'bn:00070820n']"
silver-argent,0.8571428571428571,0.7034158342699627,EN,FR,55,15,5,"['bn:00005568n', 'bn:00071625n', 'bn:00001887n', 'bn:00006313n', 'bn:00071661n']"
skin-piel,0.8717948717948718,0.6691195326775228,EN,ES,64,14,5,"['bn:00024643n', 'bn:16082647n', 'bn:00061258n', 'bn:00044002n', 'bn:00033994n']"
smack-smack,0.9090909090909092,0.522690522341881,EN,IT,20,2,1,['bn:00072256n']
smooth-suave,0.9574468085106383,0.9467682240615687,EN,ES,27,20,1,['bn:00110803a']
star-stella,0.8767123287671232,0.725373471731774,EN,IT,114,32,9,"['bn:00000790n', 'bn:16046732n', 'bn:00073964n', 'bn:00016990n', 'bn:02485403n', 'bn:00073966n', 'bn:03087731n', 'bn:00050346n', 'bn:03709168n']"
style-style,0.6140350877192983,0.5518235723241606,EN,FR,41,16,11,"['bn:17425781n', 'bn:00074836n', 'bn:00035925n', 'bn:00032400n', 'bn:02106754n', 'bn:00074832n', 'bn:00074835n', 'bn:00033729n', 'bn:00025285n', 'bn:00074831n', 'bn:00074834n']"
tack-virata,0.9166666666666666,0.7938566201357354,EN,IT,18,6,1,['bn:00075855n']
tease-burlarse,0.92,0.8832,EN,ES,16,9,1,['bn:00083038v']
thing-chose,0.5135135135135135,0.5133259286621354,EN,FR,18,19,9,"['bn:00076923n', 'bn:00076921n', 'bn:00076919n', 'bn:00076922n', 'bn:01260156n', 'bn:00076918n', 'bn:00001734n', 'bn:03630544n', 'bn:00076925n']"
title-titolo,0.7777777777777778,0.7583302557005538,EN,IT,22,14,4,"['bn:00035925n', 'bn:00077410n', 'bn:00068477n', 'bn:00077409n']"
tough-dur,0.9375,0.843017259957314,EN,FR,23,9,1,['bn:00103943a']
trade-commerce,0.8260869565217391,0.8253057866481855,EN,FR,24,22,4,"['bn:00023496n', 'bn:00077860n', 'bn:00014152n', 'bn:00008735n']"
piège-trampa,0.8888888888888888,0.883384879999917,FR,ES,20,16,2,"['bn:00078068n', 'bn:00019618n']"
trip-viaggio,0.9322033898305084,0.7727504272738427,EN,IT,46,13,2,"['bn:00078318n', 'bn:00078319n']"
trust-fiducia,0.9230769230769232,0.6880209161537816,EN,IT,65,13,3,"['bn:00078487n', 'bn:00032769n', 'bn:00078488n']"
turn out-resultar,0.9130434782608696,0.9121800799795735,EN,ES,12,11,1,['bn:00095259v']
warm-caldo,0.9411764705882352,0.8576848932777671,EN,IT,24,10,1,['bn:00113698a']
weak-debole,0.9393939393939394,0.8367402978102317,EN,IT,24,9,1,['bn:00113737a']
wear-usura,0.92,0.7858329593495045,EN,IT,19,6,1,['bn:00080751n']
wing-ala,0.8529411764705882,0.839555043926927,EN,ES,40,28,5,"['bn:00081337n', 'bn:00081336n', 'bn:00081338n', 'bn:00081342n', 'bn:00004331n']"
se retirer-retirar,0.8461538461538461,0.6105866669592631,FR,ES,4,22,2,"['bn:00092941v', 'bn:00087267v']"
allow-consentire,0.8823529411764706,0.7485573582278179,EN,IT,13,4,1,['bn:00082371v']
alternate-alternativo,0.875,0.42360755349143625,EN,IT,15,1,1,['bn:00096894a']
apply-applicare,0.6923076923076923,0.4995709093303061,EN,IT,11,2,2,"['bn:00082705v', 'bn:00082711v']"
around-autour de,0.8666666666666667,0.5892200326818329,EN,FR,13,2,1,['bn:03347031n']
badly-male,0.875,0.8111467095260881,EN,IT,10,22,2,"['bn:00114486r', 'bn:00114485r']"
bat-murciélago,0.9166666666666666,0.6063180087856354,EN,ES,42,6,2,"['bn:00008977n', 'bn:01433092n']"
bay-baie,0.9111111111111112,0.757570137569045,EN,FR,35,10,2,"['bn:00009212n', 'bn:00002529n']"
belt-ceinture,0.8461538461538461,0.8233148937716491,EN,FR,16,10,2,"['bn:00009824n', 'bn:00009823n']"
bid-offerta,0.8571428571428571,0.800614091670736,EN,IT,19,9,2,"['bn:00010262n', 'bn:00010264n']"
blaze-blaze,0.9047619047619048,0.7105578855939733,EN,ES,34,8,2,"['bn:03111729n', 'bn:03745410n']"
blind-cieco,0.925925925925926,0.5367790069443941,EN,IT,49,5,2,"['bn:00098562a', 'bn:00011271n']"
boom-boom,0.8,0.6222014897744549,EN,IT,57,13,7,"['bn:00012147n', 'bn:03370481n', 'bn:00224425n', 'bn:00918998n', 'bn:16364258n', 'bn:03301675n', 'bn:02458892n']"
border-confine,0.8666666666666667,0.7665088404376924,EN,IT,22,8,2,"['bn:00012212n', 'bn:00012216n']"
bounce-rebote,0.9629629629629628,0.60526012546009,EN,ES,48,6,1,['bn:00012412n']
brand-marca,0.8928571428571429,0.8928571428571429,EN,ES,28,28,3,"['bn:00012758n', 'bn:00012759n', 'bn:00012762n']"
bust-buste,0.8947368421052632,0.6525177557600202,EN,FR,16,3,1,['bn:00014185n']
canvass-canvass,-1.0,0.0,EN,IT,10,0,0,[]
cat-chat,0.9310344827586208,0.754288188729393,ES,FR,6,23,1,['bn:01503037n']
character-carattere,0.6666666666666666,0.6544612104155018,EN,IT,25,17,7,"['bn:00017752n', 'bn:16907601n', 'bn:00017746n', 'bn:03550974n', 'bn:03314082n', 'bn:00017748n', 'bn:00017747n']"
clap-clap,0.9,0.72,EN,ES,16,4,1,['bn:15094360n']
clutch-frizione,0.8571428571428571,0.6565595078426698,EN,IT,23,5,2,"['bn:00020080n', 'bn:00020081n']"
combine-combinare,0.8260869565217391,0.7254842866876351,EN,IT,17,6,2,"['bn:00085314v', 'bn:00083597v']"
common-comune,0.7916666666666666,0.7889130351351618,EN,IT,22,26,5,"['bn:00100093a', 'bn:00100090a', 'bn:00100092a', 'bn:00100091a', 'bn:00021051n']"
compact-compatto,0.6666666666666666,0.4969039949999533,FR,IT,10,2,2,"['bn:03434931n', 'bn:00021276n']"
company-azienda,0.9215686274509804,0.7026408600349929,EN,IT,42,9,2,"['bn:00022811n', 'bn:00021286n']"
complete-completa,0.9130434782608696,0.514538959041834,EN,ES,21,2,1,['bn:00100144a']
concord-concorde,0.9375,0.6518143201548923,EN,FR,55,9,2,"['bn:00021600n', 'bn:29916215n']"
content-contenuto,0.9230769230769232,0.7275941372279005,EN,IT,21,5,1,['bn:00022154n']
continue-continuare,0.7,0.667757440991862,EN,IT,13,7,3,"['bn:00083242v', 'bn:00084594v', 'bn:00085714v']"
cradle-cuna,0.7777777777777778,0.7165547386570309,EN,ES,25,11,4,"['bn:00023491n', 'bn:00010687n', 'bn:00007650n', 'bn:00008937n']"
crank-manovella,0.8260869565217391,0.5564210478483245,EN,IT,20,3,2,"['bn:00023486n', 'bn:00023549n']"
curve-curva,0.7647058823529411,0.7154936275696515,EN,ES,23,11,4,"['bn:00024551n', 'bn:00009869n', 'bn:00009877n', 'bn:00024550n']"
day-día,0.7727272727272727,0.6476539494792525,EN,ES,34,10,5,"['bn:00025418n', 'bn:00025419n', 'bn:00025417n', 'bn:00025422n', 'bn:00000086n']"
depression-depressione,0.52,0.5162424236732197,EN,IT,14,11,6,"['bn:00026403n', 'bn:00026404n', 'bn:00019823n', 'bn:00026405n', 'bn:00026402n', 'bn:00026407n']"
résumé-resumen,0.3,0.28618176042508364,FR,ES,7,13,7,"['bn:00075142n', 'bn:00000398n', 'bn:00059928n', 'bn:00031259n', 'bn:00024518n', 'bn:00000489n', 'bn:16217932n']"
dim-dim,0.9130434782608696,0.514538959041834,EN,IT,21,2,1,['bn:01639215n']
distribute-distribuire,0.6666666666666666,0.6625386599999378,EN,IT,10,8,3,"['bn:00087064v', 'bn:00087065v', 'bn:00082364v']"
divino-divino,0.875,0.8111467095260881,IT,ES,5,11,1,['bn:00101637a']
bevanda-beber,0.8181818181818182,0.6311366311417118,IT,ES,2,9,1,['bn:00010183n']
dump-décharge,0.9130434782608696,0.8402386016235373,EN,FR,16,7,1,['bn:00049857n']
edge-bordo,0.8947368421052632,0.8040857768152053,EN,IT,41,16,3,"['bn:00012417n', 'bn:00012214n', 'bn:00029748n']"
edward-edward,0.925925925925926,0.34972698995835283,EN,IT,26,1,1,['bn:03388122n']
empty-vacío,0.8695652173913043,0.856313924605378,EN,ES,27,19,3,"['bn:00102176a', 'bn:00102177a', 'bn:00030637n']"
engage-participar,0.9130434782608696,0.8402386016235373,EN,ES,16,7,1,['bn:00087628v']
explode-esplodere,0.8333333333333334,0.6768607183895113,EN,IT,19,5,2,"['bn:00011468n', 'bn:00084287v']"
expose-esporre,0.7931034482758621,0.7539432135507137,EN,IT,19,10,3,"['bn:00087890v', 'bn:00087013v', 'bn:00083912v']"
exposure-esposizione,0.8421052631578947,0.7638199640826188,EN,IT,27,11,3,"['bn:00032382n', 'bn:00032378n', 'bn:00032380n']"
extract-estratto,0.8888888888888888,0.8380524814062785,EN,IT,12,6,1,['bn:00032120n']
fattore-facteur,0.5652173913043478,0.5201477057669517,IT,FR,7,16,5,"['bn:00021394n', 'bn:00032662n', 'bn:00032661n', 'bn:00001975n', 'bn:00046695n']"
far-lejos,0.8823529411764706,0.7485573582278179,EN,ES,26,8,2,"['bn:00102778a', 'bn:00115322r']"
fine-fino,0.9523809523809524,0.9349445863078596,IT,ES,25,17,1,['bn:00102975a']
flood-alluvione,0.9183673469387756,0.5029057508745883,EN,IT,45,4,2,"['bn:00002954n', 'bn:00026093n']"
fox-zorro,0.934065934065934,0.6089862300718574,EN,ES,80,11,3,"['bn:00066667n', 'bn:00036129n', 'bn:00028030n']"
function-funzione,0.7368421052631579,0.7327485063370544,EN,IT,21,17,5,"['bn:00036823n', 'bn:00036821n', 'bn:00036826n', 'bn:00312030n', 'bn:00036822n']"
general-general,0.7647058823529411,0.6622547205410413,EN,ES,51,17,8,"['bn:00037663n', 'bn:00103511a', 'bn:00036772n', 'bn:00103510a', 'bn:00037647n', 'bn:00103507a', 'bn:00103509a', 'bn:00103508a']"
dolce-doux,0.9130434782608696,0.8402386016235373,IT,FR,16,7,1,['bn:00174182n']
grace-gracia,0.9107142857142856,0.6373672289895004,EN,ES,96,16,5,"['bn:00011226n', 'bn:00667497n', 'bn:00036349n', 'bn:00041221n', 'bn:00041222n']"
grand-grand,0.9032258064516128,0.8913998733440041,EN,FR,36,26,3,"['bn:03659340n', 'bn:03594448n', 'bn:03591139n']"
grip-impugnatura,0.8888888888888888,0.6148098566908016,EN,IT,31,5,2,"['bn:00041820n', 'bn:00044150n']"
gross-brut,0.75,0.7261843774138906,EN,FR,15,9,3,"['bn:00103809a', 'bn:00041868n', 'bn:00000025n']"
grow-croître,0.875,0.5787580992953792,EN,FR,28,4,2,"['bn:00089082v', 'bn:00089083v']"
gum-gomme,0.9310344827586208,0.7968161437378196,EN,FR,22,7,1,['bn:00042196n']
hammer-martello,0.8823529411764706,0.672741248969674,EN,IT,42,9,3,"['bn:00042731n', 'bn:00042730n', 'bn:00020265n']"
heart-cuore,0.8,0.7332121111929345,EN,IT,63,27,9,"['bn:16107135n', 'bn:00001744n', 'bn:00043384n', 'bn:03176635n', 'bn:00043383n', 'bn:00012289n', 'bn:00043387n', 'bn:00017120n', 'bn:00043386n']"
hole-buco,0.8775510204081632,0.7323091019668617,EN,IT,38,11,3,"['bn:00044407n', 'bn:00044408n', 'bn:03002129n']"
inattivo-inactivo,0.625,0.48789046862487484,IT,ES,3,13,3,"['bn:00104762a', 'bn:00101714a', 'bn:00102631a']"
inactive-inattivo,0.7142857142857143,0.5861798618916356,EN,IT,11,3,2,"['bn:00104762a', 'bn:00101714a']"
indifferente-indiferente,0.9,0.54,IT,ES,2,18,1,['bn:00097291a']
inside-all'interno,0.9583333333333334,0.27375009689101387,EN,IT,47,1,1,['bn:00046892n']
interest-intérêt,0.6,0.5499090833947008,EN,FR,14,6,4,"['bn:00047078n', 'bn:00047080n', 'bn:00047081n', 'bn:00047077n']"
introdurre-introduire,0.6363636363636364,0.6337285789315972,IT,FR,6,5,2,"['bn:00087681v', 'bn:00087594v']"
james-james,0.9215686274509804,0.5938399124046784,EN,FR,45,6,2,"['bn:03321909n', 'bn:00047921n']"
king-rey,0.898989898989899,0.5168828498714155,EN,ES,90,9,5,"['bn:00024097n', 'bn:00049147n', 'bn:00420686n', 'bn:00049141n', 'bn:00049146n']"
knot-nodo,0.7222222222222222,0.7211068204411993,EN,IT,19,17,5,"['bn:00002246n', 'bn:00049368n', 'bn:03029710n', 'bn:00049367n', 'bn:00040812n']"
labor-trabajo,0.8333333333333334,0.8326096394640138,EN,ES,23,25,4,"['bn:04591277n', 'bn:14959529n', 'bn:00049571n', 'bn:00049570n']"
lean-lean,0.8888888888888888,0.4072203087029788,EN,ES,17,1,1,['bn:03633263n']
sinistra-gauche,0.6153846153846154,0.6080583469190594,IT,FR,11,15,5,"['bn:00105834a', 'bn:00020635n', 'bn:27269556n', 'bn:00050521n', 'bn:00050522n']"
lie-bugia,0.9148936170212766,0.719972300935263,EN,IT,38,9,2,"['bn:00032874n', 'bn:00051016n']"
poco-pequeño,0.9130434782608696,0.8912076195340579,IT,ES,9,14,1,['bn:00106059a']
vivere-vivir,0.5555555555555556,0.545946467548214,IT,ES,16,11,6,"['bn:00090408v', 'bn:03579114n', 'bn:00083191v', 'bn:00087441v', 'bn:00087617v', 'bn:00087844v']"
lodge-albergue,0.9230769230769232,0.7778308508949104,EN,ES,20,6,1,['bn:00007078n']
lose-perdere,0.5,0.4930066485916347,EN,IT,14,10,6,"['bn:00090489v', 'bn:00090493v', 'bn:00090485v', 'bn:00090491v', 'bn:00090492v', 'bn:00090486v']"
lost-perdido,0.8585858585858586,0.5604395575224155,EN,ES,87,12,7,"['bn:00106188a', 'bn:00106187a', 'bn:00098233a', 'bn:00104096a', 'bn:00106186a', 'bn:00100252a', 'bn:00106185a']"
love-amore,0.9289340101522844,0.628830158634347,EN,IT,171,26,7,"['bn:00052122n', 'bn:00176890n', 'bn:14937511n', 'bn:00031475n', 'bn:00052121n', 'bn:08923741n', 'bn:00009819n']"
maintain-mantenere,0.6666666666666666,0.6573421981221795,EN,IT,14,10,4,"['bn:00085644v', 'bn:00090039v', 'bn:00087832v', 'bn:00089384v']"
make out-limonare,-1.0,0.0,EN,IT,14,0,0,[]
mantle-mantello,0.625,0.625,EN,IT,16,16,6,"['bn:04093787n', 'bn:00011120n', 'bn:00015428n', 'bn:00053272n', 'bn:00053269n', 'bn:05943987n']"
modéré-moderado,0.8571428571428571,0.4414960745466109,FR,ES,1,13,1,['bn:00017216n']
nail-uñas,0.9,0.6427285585688566,EN,ES,17,3,1,['bn:00056727n']
narrow-stretto,0.8947368421052632,0.8631998538974989,EN,IT,12,7,1,['bn:00107118a']
rythme-paso,0.8604651162790697,0.7508723985439346,FR,ES,11,32,3,"['bn:00037030n', 'bn:00060066n', 'bn:00060063n']"
pagaia-paleta,0.875,0.5787580992953792,IT,ES,2,14,1,['bn:00060136n']
panel-panneau,0.8461538461538461,0.8436467181359345,ES,FR,6,7,1,['bn:00060377n']
passaggio-paso,0.875,0.8249579113843055,IT,ES,16,32,3,"['bn:00060883n', 'bn:00072895n', 'bn:00060881n']"
modello-patrón,0.782608695652174,0.7818686399824916,IT,ES,24,22,5,"['bn:00022334n', 'bn:00035908n', 'bn:01299975n', 'bn:00026537n', 'bn:00061054n']"
peg-peg,0.9090909090909092,0.522690522341881,EN,ES,20,2,1,['bn:03418023n']
perch-trespolo,0.8823529411764706,0.6727412489696741,EN,IT,14,3,1,['bn:00061507n']
plant-plante,0.9230769230769232,0.589819445887674,EN,FR,23,3,1,['bn:00035324n']
tuffo-plonger,0.8181818181818182,0.8147938871977678,IT,FR,5,6,1,['bn:00027850n']
poke-poke,0.7391304347826086,0.49785041123271145,EN,IT,20,3,3,"['bn:17384417n', 'bn:01870256n', 'bn:00037337n']"
pot-vaso,0.875,0.8111467095260881,EN,IT,22,10,2,"['bn:00035409n', 'bn:00015106n']"
practice-pratique,0.68,0.6344075661591687,EN,FR,17,8,4,"['bn:00063990n', 'bn:00063989n', 'bn:00028736n', 'bn:00061054n']"
program-programa,0.5897435897435898,0.5848768322599809,EN,ES,22,17,8,"['bn:00021497n', 'bn:00064646n', 'bn:00062759n', 'bn:00062899n', 'bn:00021492n', 'bn:00013235n', 'bn:00023295n', 'bn:00064647n']"
projection-proiezione,0.8,0.7838367176906169,FR,IT,12,8,2,"['bn:00064671n', 'bn:00064668n']"
purge-purga,0.7419354838709677,0.5862462443705837,EN,ES,25,6,4,"['bn:00065287n', 'bn:02233463n', 'bn:00065286n', 'bn:00065283n']"
put-mettere,0.8,0.7838367176906169,EN,IT,18,12,3,"['bn:00090224v', 'bn:00092204v', 'bn:00065362n']"
put on-poner,0.8947368421052632,0.8318001923965286,EN,ES,12,26,2,"['bn:00092215v', 'bn:00092216v']"
put out-apagar,0.7777777777777778,0.7583302557005538,EN,ES,11,7,2,"['bn:00092219v', 'bn:00087192v']"
race-course,0.9215686274509804,0.7580779064051845,EN,FR,40,11,2,"['bn:00065798n', 'bn:00065828n']"
radiate-irradiare,0.8181818181818182,0.6857512406250907,EN,IT,17,5,2,"['bn:00092301v', 'bn:00092302v']"
rally-rally,0.9047619047619048,0.6332014301072162,EN,IT,18,3,1,['bn:00066084n']
rap-rap,0.8461538461538461,0.7130116133203346,EN,IT,20,6,2,"['bn:00044202n', 'bn:09062460n']"
ray-rayon,0.9661016949152542,0.6615016161868871,EN,FR,51,8,1,['bn:00009316n']
regard-regard,0.84,0.8393277309847448,EN,FR,13,12,2,"['bn:00037551n', 'bn:25002663n']"
rigenerare-regenerar,0.75,0.7261843774138907,IT,ES,3,5,1,['bn:00092665v']
representation-rappresentazione,0.8666666666666667,0.8352836436996111,EN,IT,19,11,2,"['bn:00067191n', 'bn:00047140n']"
romance-romance,0.6944444444444444,0.6397810166580633,EN,ES,50,22,11,"['bn:01017442n', 'bn:03078640n', 'bn:24831197n', 'bn:01970604n', 'bn:00050172n', 'bn:00052130n', 'bn:00052138n', 'bn:03311350n', 'bn:03379459n', 'bn:03104932n', 'bn:00105767a']"
runner-coureur,0.8888888888888888,0.6148098566908016,EN,FR,31,5,2,"['bn:03714135n', 'bn:03864018n']"
scene-scena,0.5172413793103449,0.5019469897551827,EN,IT,18,11,7,"['bn:00069551n', 'bn:00062275n', 'bn:00069552n', 'bn:00069556n', 'bn:00069553n', 'bn:00069550n', 'bn:00006384n']"
school-escuela,0.5882352941176471,0.5360530582986044,EN,ES,24,10,7,"['bn:00069621n', 'bn:06196753n', 'bn:00069619n', 'bn:00069625n', 'bn:00069620n', 'bn:00069622n', 'bn:00028013n']"
scrape-raschiare,0.875,0.6830466560748248,EN,IT,13,3,1,['bn:00093368v']
screw-vite,0.935483870967742,0.9113223667964693,EN,IT,19,12,1,['bn:00069865n']
quota-action,0.925925925925926,0.8115335779286167,IT,FR,7,20,1,['bn:00070912n']
sheet-hoja,0.8181818181818182,0.7871656793250021,EN,ES,14,8,2,"['bn:00052861n', 'bn:00062308n']"
unique-solo,0.9428571428571428,0.7918350515446029,FR,ES,8,27,1,['bn:00110682a']
sedersi-s'asseoir,0.5,0.5,IT,FR,2,2,1,['bn:00093776v']
skim-scremare,-1.0,0.0,EN,IT,15,0,0,[]
slice-corte,0.9642857142857144,0.9543953429461159,EN,ES,24,32,1,['bn:00024603n']
slide-diapositive,0.96,0.3762416244914961,EN,FR,48,2,1,['bn:00049948n']
slug-lumaca,0.8620689655172413,0.7377927256831662,EN,IT,22,7,2,"['bn:00072241n', 'bn:00072246n']"
smell-odore,0.625,0.6051536478449089,EN,IT,10,6,3,"['bn:00072302n', 'bn:00005845n', 'bn:00058653n']"
smith-smith,0.8260869565217391,0.5289523864563528,EN,ES,61,8,6,"['bn:00001250n', 'bn:00048438n', 'bn:00025394n', 'bn:17461684n', 'bn:03360410n', 'bn:02017467n']"
smoke-humo,0.9183673469387756,0.36342456240522253,EN,ES,47,2,2,"['bn:00036806n', 'bn:00072319n']"
douceur-suavidad,0.8181818181818182,0.8147938871977678,FR,ES,5,6,1,['bn:00072357n']
space-spazio,0.7464788732394366,0.6237786468019364,EN,IT,55,16,9,"['bn:00022991n', 'bn:00011110n', 'bn:00046665n', 'bn:00073039n', 'bn:00073038n', 'bn:00059768n', 'bn:00053830n', 'bn:00011117n', 'bn:00073040n']"
crachat-escupir,0.75,0.649519052838329,FR,ES,2,6,1,['bn:00032291n']
special-speciale,0.8048780487804879,0.6057099398903866,EN,IT,34,7,4,"['bn:00110995a', 'bn:00108295a', 'bn:00110996a', 'bn:00102398a']"
speed-velocità,0.8688524590163934,0.5865825288603183,EN,IT,53,8,4,"['bn:00033758n', 'bn:00073258n', 'bn:00003615n', 'bn:00066236n']"
spell-sort,0.875,0.7868161092934931,EN,FR,23,9,2,"['bn:00017891n', 'bn:00030686n']"
spill-fuoriuscita,-1.0,0.7624400821656306,EN,IT,14,3,0,[]
spiral-spirale,0.8412698412698413,0.6606941743242206,EN,FR,51,12,5,"['bn:00073419n', 'bn:01601407n', 'bn:00020490n', 'bn:00259858n', 'bn:00073421n']"
spur-sperone,0.8857142857142857,0.7438450484206875,EN,IT,27,8,2,"['bn:00036984n', 'bn:00073676n']"
stage-escenario,0.945945945945946,0.8401879990948493,EN,ES,27,10,1,['bn:00073816n']
stake-enjeu,0.9,0.72,EN,FR,16,4,1,['bn:00010111n']
costante-stable,0.9230769230769232,0.8981617022963444,IT,FR,16,10,1,['bn:00074088n']
stem-tallo,0.8666666666666667,0.6459751934999394,EN,ES,25,5,2,"['bn:00073868n', 'bn:00008793n']"
sting-piqûre,0.9487179487179488,0.5756606232075893,EN,FR,35,4,1,['bn:00010745n']
stream-flux,0.9375,0.9301469452961452,EN,FR,18,14,1,['bn:00035374n']
strong-forte,0.8983050847457628,0.8919602198695443,EN,IT,33,26,3,"['bn:00111312a', 'bn:00111313a', 'bn:00108863a']"
submit-presentare,0.9090909090909092,0.9053265413308531,EN,IT,12,10,1,['bn:00094523v']
suit-traje,0.9310344827586208,0.8850637724290986,EN,ES,19,10,1,['bn:00075103n']
sûr-seguro,0.7777777777777778,0.5947286604375149,FR,ES,8,37,5,"['bn:00099475a', 'bn:00099479a', 'bn:00114694r', 'bn:00099477a', 'bn:00099480a']"
surface-surface,0.6,0.5555377774933243,EN,FR,31,14,9,"['bn:02146864n', 'bn:21705848n', 'bn:00075374n', 'bn:00029430n', 'bn:00059064n', 'bn:00075375n', 'bn:00075373n', 'bn:01707833n', 'bn:17384470n']"
tag-tag,0.8846153846153846,0.47144578194182457,EN,IT,48,4,3,"['bn:02104867n', 'bn:00075886n', 'bn:08065339n']"
tongue-lingua,0.6153846153846154,0.598774468197563,EN,IT,16,10,5,"['bn:00077566n', 'bn:00019439n', 'bn:00056990n', 'bn:00077567n', 'bn:00009563n']"
tramp-clochard,0.8,0.64,EN,FR,24,6,3,"['bn:00079465n', 'bn:00013852n', 'bn:00028729n']"
translate-tradurre,0.6666666666666666,0.4969039949999533,EN,IT,15,3,3,"['bn:00047114n', 'bn:00095091v', 'bn:00089840v']"
tread-battistrada,0.8888888888888888,0.7390928171405317,EN,IT,14,4,1,['bn:00078105n']
treat-tratar,0.6875,0.6821077598838398,EN,ES,18,14,5,"['bn:00084532v', 'bn:00092032v', 'bn:00087116v', 'bn:00095141v', 'bn:00082339v']"
try-provare,0.75,0.6665852814906732,EN,IT,35,13,6,"['bn:00095206v', 'bn:00087731v', 'bn:00082844v', 'bn:00095207v', 'bn:00093251v', 'bn:00007011n']"
under-sotto,-1.0,0.8,EN,IT,16,4,0,[]
undercut-socavar,0.8181818181818182,0.6311366311417118,EN,ES,18,4,2,"['bn:00095345v', 'bn:00095344v']"
vote-vote,0.5555555555555556,0.49767023137645366,EN,FR,13,5,4,"['bn:00008198n', 'bn:00080251n', 'bn:00080252n', 'bn:01706842n']"
water-l'eau,0.9682539682539684,0.4123965128571041,EN,FR,60,3,1,['bn:01410923n']
vacillare-vacilar,0.8666666666666667,0.8171011693711216,IT,ES,5,10,1,['bn:00088307v']
peso-poids,0.8333333333333334,0.7677372199896759,ES,FR,25,11,3,"['bn:00080833n', 'bn:00080831n', 'bn:00080832n']"
west-oeste,0.7894736842105263,0.6231147855513569,EN,ES,46,11,6,"['bn:00080893n', 'bn:00113808a', 'bn:00080894n', 'bn:00009951n', 'bn:00029054n', 'bn:00057102n']"
wish-desiderio,0.9591836734693876,0.9248105874516163,EN,IT,31,18,1,['bn:00081411n']
yoke-giogo,0.9166666666666666,0.7938566201357354,EN,IT,18,6,1,['bn:00081935n']
zero-zéro,0.8048780487804879,0.7852468768590125,IT,FR,25,16,4,"['bn:00095886a', 'bn:00000004n', 'bn:00007146n', 'bn:03347883n']"
account-cuenta,0.8181818181818182,0.8178060745026765,EN,ES,17,16,3,"['bn:00000740n', 'bn:00000746n', 'bn:00000744n']"
approach-enfoque,0.7692307692307693,0.7484680852469537,EN,ES,16,10,3,"['bn:00005142n', 'bn:00000663n', 'bn:00005141n']"
away-via,0.9545454545454546,0.8710166485487177,EN,IT,31,13,1,['bn:00114455r']
bag-borsa,0.875,0.8249579113843055,EN,IT,32,16,3,"['bn:00007922n', 'bn:00007925n', 'bn:00007927n']"
be-essere,0.7567567567567568,0.7556503866377102,EN,IT,39,35,9,"['bn:00083183v', 'bn:00083184v', 'bn:00083191v', 'bn:00083181v', 'bn:00083187v', 'bn:00083189v', 'bn:00083182v', 'bn:00083186v', 'bn:00006870n']"
bond-lien,0.9245283018867924,0.8630780020872852,EN,FR,36,17,2,"['bn:00002860n', 'bn:00006992n']"
